NAME OF MEDIA,DESCRIPTION & SM,Genre,REACH,Territory,WEBSITE,⛅️,🍎,🎙,🎶,🐥,👍,💃,📸,📹,🤓
Endorfina Cultural,"Magazine focused on music, festivals and events. Social media: 4K",,,MÉXICO,http://endorfinacultural.com,,,,,https://twitter.com/EndorfinaC,https://www.facebook.com/EndorfinaCultural,,https://www.instagram.com/endorfina_cultural/,https://www.youtube.com/channel/UCKtVDW2nRGqvu-P4PdSv9Kw,
ARCA Mx,"A music platform and the focus is music news , interviews, culture, art, and film. Social Media: 73k ",,,CANCELLED,,,,,,,,,,,
Terra MX,"General pop culture and news blog. Social Media: 520k. ",,,MÉXICO,https://www.terra.com.mx,,,,,https://twitter.com/TerraMexico,,,,,
Revista 15 a 20 Mx,"Online publication geared towards teenagers dedicated to pop culture, beauty, fashion, entertainment, and more. Social Media: 1.1M ",,,CANCELLED,http://www.15a20.com.mx/,,,,,,https://www.facebook.com/Revista15a20/,,,,
Alta Fidelidad,"Magazine focused on lifestyle, culture and entertainment. Social Media: 19K ",,,MÉXICO,http://altafidelidadmagazine.com.mx,,,,,https://twitter.com/AltaFidelidadM,https://facebook.com/https://www.facebook.com/alta.fidelidad.magazine,,https://www.instagram.com/altafidelidadmagazine,https://www.youtube.com/channel/UCm7KH5ekRIpE2qi6vr9SK3A,https://www.linkedin.com/company/33186966
DÓNDE IR,"Mexican city guide magazine and website, with focus on entertainment and music. It publishes 78,000 copies monthly. Social Media: Over 6.2M",,,MÉXICO,https://www.dondeir.com,,,,,https://twitter.com/DONDEIRweb,https://www.facebook.com/revistadondeir/,,https://www.instagram.com/donde_ir/,https://www.youtube.com/user/RevistaDondeIr,
Chicas Rockeras,Women oriented online outlet focused on rock news and concerts. Social Media: 9.3K,,,MÉXICO,https://chicasrockeras.com,,,,,https://twitter.com/chicasrockers,https://www.facebook.com/chicasRockerasMX,,https://www.instagram.com/chicasrockeras,,
Beat System,Cultural and educational institution focused on teaching young people about music and technology. Social Media: 133K.,,,PENDING,https://beatsystem.com.mx,,,,,,,,,,
Planeta Fm,"Radio station on 99.9 FM in Guadalajara focused on Pop Music in both English and Spanish. Social Media: 354K ",,,MÉXICO,https://planetaradio.com.mx/guadalajara/,,,,,http://twitter.com/planetagdl,http://facebook.com/planetagdl,,https://www.instagram.com/planetagdl/,https://www.youtube.com/user/planetagdl,
Beat Mash Magazine,"Independent music magazine focused on reviews, news, and culture. Social Media: 112K",Electronic,,MÉXICO,https://www.beatmashmagazine.com,https://www.mixcloud.com/beatmashmag,,,https://play.spotify.com/user/beatmashmagazine?play=true&utm_source=open.spotify.com&utm_medium=open&utm_campaign=beatmashmagazine,https://www.twitter.com/beatmashmag,https://www.facebook.com/beatmashmagazine,,https://www.instagram.com/beatmashmag,https://www.youtube.com/user/beatmashersTV,
Mundo TKM Magazine,"Online entertainment website focused on interviews and news in USA, Mexico, Brazil, Argentina and Chile. Social Media: 8.3M",,,MÉXICO,http://www.mundotkm.com.mx​,,,,,http://twitter.com/mundotkmmexico​,http://www.facebook.com/tkmmexico​,,http://instagram.com/mundotkmmexico​,https://www.youtube.com/channel/UC0NXmF3TxuCFOdyqW_fdqBA,
"Estilo DF Magazine ","Lifestyle Magazine of free distribution, 3M social media followers and 160K copies distributed Mondays and Fridays.",,,MÉXICO,https://www.estilodf.tv,,,,,https://twitter.com/EstiloDF,https://www.facebook.com/EstiloDF.TV,,https://instagram.com/estilodf,https://www.youtube.com/user/EstiloDFTV,
Exa TV,"TV Channel derived from Exa Radio. Content is produced by MVS Television and transmitted through satellite TV DISH, Cable, Claro TV on South America and worldwide through socials. Social Media: 1.5M",,,MÉXICO,https://exa.tv,,,,,https://twitter.com/exatv/,https://www.facebook.com/ExaTVOficial/,,https://www.instagram.com/exatvoficial/,https://www.youtube.com/channel/UCFp1QvGtzo3tPkp8KAepEKg,
Versatil,"Website about music, fashion and trends. Social Media: 1.1K.",,,"MÉXICO, PENDING",,,,,,,,,,,
AFP (Agence France Presse),An International News Agency. Social media: 500 K,,,MÉXICO,https://www.afp.com/es,,,,,https://twitter.com/afpespanol,https://www.facebook.com/AFPespanol,,https://www.instagram.com/afpphoto/,https://www.youtube.com/user/afpes,https://www.linkedin.com/company/8423/
MexNewz,Online portal focused on news and culture. Followers: 39K,,,MÉXICO,https://www.mexnewz.mx,,,,,https://twitter.com/mexnewz,https://www.facebook.com/pg/MexNewz/,,,https://www.mexnewz.mx,
Ka-Volta,"Digital magazine for music, fashon, art and life style. Followers: 3.1K",,,MÉXICO,https://www.kavolta.com,,,,https://open.spotify.com/user/kavolta,https://twitter.com/ka_volta,https://facebook.com/kavolta,,https://www.instagram.com/ka_volta,,https://www.linkedin.com/company/2713139
"Festify ","Online music publication that deals primarily with music festivals. 
They also do general music journalism. Music ranging from EDM to
 Pop Punk. Social Media: 25k",,,MÉXICO,https://salty-beach-42139.herokuapp.com,,,,,,,,,,
La Razon,"La Razón is a Mexican regional daily newspaper in the state of Nuevo León and has a circulation of 35,514 per day. Social Media: 182K",,,MÉXICO,https://www.razon.com.mx,,,,,https://twitter.com/LaRazon_mx,https://www.facebook.com/larazondemexico/,,https://www.instagram.com/larazon_mx/?hl=es-la,https://www.youtube.com/channel/UCoA4Y65xq4zGvhIVjLcKi5w,
Noisey,"The LATAM edition of the music channel for VICE. Social Media: 505K ",,,MÉXICO,https://www.vice.com/es/contributor/noisey-en-espanol,,,,,https://twitter.com/vice_spain,https://www.facebook.com/viceespana,,https://www.instagram.com/vice_spain,,
El Informador,A major Mexican national and international newspaper with a minor focus on entertainment and sports. Social Media: 2.5M,,,MÉXICO,https://www.informador.mx,,,,,https://twitter.com/informador,https://www.facebook.com/elinformador,,https://www.instagram.com/informador/,https://www.youtube.com/channel/UC-mLgnmcXpr9Sqe66gQfAMQ,
El Sol De Mexico,"One of Mexico's top newspapers part of OEM, the largest newspaper company in Latin America. Has a circulation of over 43K. Social Media: 301K",,,MÉXICO,https://www.elsoldemexico.com.mx,,,,,https://twitter.com/@elsolde_mexico,https://www.facebook.com/elsoldemex/,,https://www.instagram.com/elsolde_mexico/,https://www.youtube.com/channel/UC8hnY4HfA9mDVgAYme0IfvA,
Ovaciones,"Mexico's top sports newspaper. Has a circulation of 156,173 per day. Social Media: 5K ",,,MÉXICO,https://ovaciones.com,,,,,https://twitter.com/ovaciones,https://www.facebook.com/ovacionesmx,,https://www.instagram.com/ovaciones/,,
El Mural,"The main Newspaper in Guadalajara. Social Media: 522K ",,,MÉXICO,https://www.mural.com.mx,,,,,https://twitter.com/muralcom,https://www.facebook.com/mural,,https://instagram.com/muralcom,,
Imagen Digital,"Grupo Imagen is a Mexican media conglomerate, includes radio, televisión and newspaper. The website specializes in news, sports and music. | 400 mil visitas al mes.",,,MÉXICO,https://www.imagendigital.com,,,,,,,,,,https://www.linkedin.com/company/imagen-digital---grupo-imagen
Gente Bien,,,,MÉXICO,http://gentebien.com.mx,,,,,https://twitter.com/gentebienjal,https://www.facebook.com/GenteBienJal,,http://instagram.com/gentebienjalisco,,
"es! Diario ","Popular publication focused on opinion, entertainment, sports and Mexico. Social Media: 3.6K",,,MÉXICO,,,,,,,,,,,
Radiologico,"Radio station on 100.1 FM in Temixco, Morelos, primarily serving Cuernavaca and  carries a pop format. Social Media: 82K",,,MÉXICO,https://radiologico.com,https://soundcloud.com/radiologico,,,,https://twitter.com/Radiologico,https://www.facebook.com/Radiologico100.1FM,,,https://www.youtube.com/user/Radiologico1001,
Bullterrier FM,Podcast with 35 K listeners at month and 52K download.,,,MÉXICO,https://www.spreaker.com/show/bullterrier,,,,,https://twitter.com/spreaker/,https://www.facebook.com/spreaker,,https://www.instagram.com/spreaker,,https://www.linkedin.com/company/spreaker
Ibero,Radio station based in Mexico City targeting university students and indie music lovers. They focus on international music and have an audience in Mexico DF of over 600K people daily. Social media: Over 811K,,,MÉXICO,https://ibero909.fm,,,,https://open.spotify.com/user/ibero909,https://twitter.com/Ibero909FM,https://www.facebook.com/ibero909/,,https://www.instagram.com/ibero909/,https://www.youtube.com/channel/UCRe2nffNYQ7amMG0E8VXZkw,
Polvora Rock,Online publication focused on rock music news and culture. Social Media: 252K,,,MÉXICO,,,,,,,,,,,
Nu Music,"Subscription cable music television network run by MVS Television. Social Media: 352K. ",,,MÉXICO,,,,,,,,,,,
Sicario,"Blog and digital TV, focused in Music and entertainment 
Social Media: 56K",,,CANCELLED,,,,,,,,,,,
Be Music,"Tv show focused on news, information and events on electronic music. Part of EXA Tv channel. Social Media: 23.2K.",,,MÉXICO,,,,,,,https://www.facebook.com/BeMusicOficial/,,,,
El Ukelele,Alternative music blog with a focus on general cultural happenings. Social Media: 82.5K,,,CHILE,,,,,,,,,,,
Indscene,"Online portal sharing news on releases, festivals and indie music in general. Social Media: 50K.",,,MÉXICO,,,,,,,,,,,
El Pais,El País is a newspaper founded in 1976. It is written in Spanish although some regional versions use other languages in some supplements. Social Media: 1.8 M,,,MÉXICO,,,,,,,,,,,
Revista Instinto,Online magazine focused on music news and information on the local scene. Social Media: 7K.,,,MÉXICO,,,,,,,,,,,
D99,"Radio station based in Monterrey, Nuevo León, known for its bilingual format—airing music and select promotions in English. It also reaches audiences via the Second Audio Program (SAP) on Multimedios Televisión’s Mexican-American cable feed. Social media 633K. Monthly listeners: 500K.",,,MÉXICO,,,,,,,,,,,
"Disney Radio ","Radio Station in Mexico, focus is in pop and rock music. Social Media: 810K ",,,MÉXICO,,,,,,,,,,,
Puentes,Website dedicated to a variety of podcasts ranging from music to politics. Social Media: 43K.,,,MÉXICO,,,,,,,,,,,
BUZZFEED,"Mexican edition of the internationally known entertainment website. It is one of the strongest and engaging sites in Mexico City. Social Media: 1.3 M ",,,MÉXICO,,,,,,,,,,,
The Electro Side,A top electronic music platform based in Mexico City. Social Media: 672k.,,,MÉXICO,,,,,,,,,,,
"W Radio ","W Radio is a news/talk/adult contemporary Mexican radio network.  It is part of the W Radio system, with networks in Mexico, Los Angeles, Panama, Colombia, and transmitted as far away as Chile. Social Media: 682K.",,,MÉXICO,,,,,,,,,,,
El Financiero,"El Financiero one of Mexico 's top economics & financial newspapers. It has a circulation of 25,220 per day. Social Media: 1.4M",,,MÉXICO,,,,,,,,,,,
"Televisa Editorial ",They distribute 22 magazines with a combined circulation of 3.2M and more than 1.9M readers.,,,MÉXICO,,,,,,,,,,,
Cerveceros de Mexico,Cerveceros de México is the representative body whose mission is to support the development of the Mexican beer industry and promote a culture of intelligent consumption of its products. Social Media: 539K,,,MÉXICO,https://cervecerosdemexico.com,,,,,https://twitter.com/cervecerosdemex,https://www.facebook.com/CervecerosdeMexico/,,https://www.instagram.com/cervecerosdemexico/,,
Lados B,"Online platform focused on music news and concerts, mostly new artists. Social Media: 12K.",,,MÉXICO,,,,,,,,,,,
Linne,"Online digital magazine featuring music, art, tv and design. Social Media: 6,674 ",,,MÉXICO,,,,,,,,,,,
La Noticia En Concreto,,,,MÉXICO,,,,,,,,,,,
Time Out,"The LATAM edition of the culture/city guide Time Out which is distributed in more than 39 countries. Social Media: 960K ",,,MÉXICO,https://www.timeoutmexico.mx/ciudad-de-mexico,,,,https://play.spotify.com/user/12122559237,https://twitter.com/TimeOutMexico,https://www.facebook.com/TimeOutMex,,https://www.instagram.com/timeoutmexico/,https://www.youtube.com/user/TimeOutMexico,
u sique,Blog for music and music news. Followers: 2.9K,,,PENDING,,,,,,,,,,,
"Entertainment Digital Blog ","Media platform covering music, art, culture, etc. Followers: 11.4K",,,PENDING,,,,,,,,,,,
Young - Offenders,"Media platform for youth culture content, conceived straight off of emerging creativity. Social Media: 18K",,,MÉXICO,https://linktr.ee/YoungOffenders,,,,,https://twitter.com/young_offenders,,,https://www.instagram.com/youngoffendersmx/,,
Uni Radio 99.7,Radio station for the Universidad Autónoma del Estado de México. Social Media: 465.3K - YT Subscribers: 2.1K,,,MÉXICO,http://uniradio.uaemex.mx,,,,,https://twitter.com/UniRadio997FM,https://www.facebook.com/UniRadio99.7,,https://www.instagram.com/uniradio997fm/,https://www.youtube.com/channel/UCJ9lqTlXzkIys94-ez4HFBw,
Bulterrier105,Program in Reactor from Monday to Friday at 8am to 10am. Followers: 20.1K,,,MÉXICO,https://www.imer.mx/reactor/,,,,,https://twitter.com/reactor105,https://www.facebook.com/Reactor105/,,https://www.instagram.com/reactor105/,,
Ultramarinos,"A website in Mexico and its focus is in Interviews , Music, and News. Social media: 5000 Followers.",,,MÉXICO,,,,,,,,,,,
Ka Volta,"Digital magazine for music, art, theatre, fashion, and lifestyle. Followers: 3.1K",,,MÉXICO,https://www.kavolta.com,,,,https://open.spotify.com/user/kavolta,https://twitter.com/ka_volta,https://facebook.com/kavolta,,https://www.instagram.com/ka_volta/,,https://www.linkedin.com/company/kavolta
PORTICO,"A website and Magazine, its focus is in music, technology, and Film. The distribution is free every three months. Social Media: 7K. ",,,MÉXICO,,,,,,,,,,,
"Indie Rocks ","Website and magazine focused on art, music, and film. They also have their own venue and host Hipnosis Festival. Social Media: 902K","Alternative, Hip-Hop, Indie, Rock",,MÉXICO,,,,,,,,,,,
Maxima,Rock and indie radio station in Guadalajara. Social Media: 939K Monthly listeners: 1M,,,MÉXICO,,,,,,,,,,,
Titan MX,"Online publication focused on concerts, pop culture, fashion,
 and general culture Social Media: 6k",,,MÉXICO,,,,,,,,,,,
"Glamour ",Fashion and Beauty Magazine with presence over LATAM. Social Media: 2M,,,MÉXICO,,,,,,,,,,,
Soyvago,Social accounts reporting on recent entertainment and music releases. Social Media: 2K,,,MÉXICO,,,,,,,,,,,
LivZu,"General entertainment and lifestyle blog dealing with indie and 
alternative rock music along with fashion, movies, etc. Social Media: 45k",,,MÉXICO,,,,,,,,,,,
HELLOW,"Media platform covering music, art, pop culture, design and fashion. They have a Festival, too. Social Media : 400K ",,,MÉXICO,,,,,,,,,,,
"Proceso ",opinion based Mexican newspaper reporting on news and some entertainment. Social Media: 443K,,,MÉXICO,,,,,,,,,,,
Radio Union,"Made up of three radio stations, UABC is a project from the Universidad Autónoma de Baja California. It shares music content, culture and science and a special kids oriented program. Social Media: 23.6K",,,MÉXICO,,,,,,,,,,,
"iHeart Radio ","Hits radio station and podcast access in Spanish and English. Social Media:23K ",,,MÉXICO,https://iheartradio.mx,,,,,https://twitter.com/iHeartRadiomx,https://www.facebook.com/iheartradiomx,,https://instagram.com/iHeartRadiomx,,
